"mmcode","make","variant","regyear"
"47010130","NISSAN","MICRA 1.4 TEKNA 3Dr (D72)","2007"
"47010130","NISSAN","MICRA 1.4 TEKNA 3Dr (D72)","2008"
"47010130","NISSAN","MICRA 1.4 TEKNA 3Dr (D72)","2009"
"47010130","NISSAN","MICRA 1.4 TEKNA 3Dr (D72)","2010"
"47010150","NISSAN","MICRA 1.4 COMFORT (D60)","2004"
"47010150","NISSAN","MICRA 1.4 COMFORT (D60)","2005"
"47010150","NISSAN","MICRA 1.4 COMFORT (D60)","2006"
"47010151","NISSAN","MICRA 1.4 VISIA 5Dr (D62/73)","2006"
"47010151","NISSAN","MICRA 1.4 VISIA 5Dr (D62/73)","2007"
"47010151","NISSAN","MICRA 1.4 VISIA 5Dr (D62/73)","2008"
"47010151","NISSAN","MICRA 1.4 VISIA 5Dr (D62/73)","2009"
"47010151","NISSAN","MICRA 1.4 VISIA 5Dr (D62/73)","2010"
"47010151","NISSAN","MICRA 1.4 VISIA 5Dr (D62/73)","2011"
"47010180","NISSAN","MICRA 1.4 ELEGANCE (D61)","2004"
"47010180","NISSAN","MICRA 1.4 ELEGANCE (D61)","2005"
"47010180","NISSAN","MICRA 1.4 ELEGANCE (D61)","2006"
"47010181","NISSAN","MICRA 1.4 ACENTA 5Dr (D63/74)","2006"
"47010181","NISSAN","MICRA 1.4 ACENTA 5Dr (D63/74)","2007"
"47010181","NISSAN","MICRA 1.4 ACENTA 5Dr (D63/74)","2008"
"47010181","NISSAN","MICRA 1.4 ACENTA 5Dr (D63/74)","2009"
"47010181","NISSAN","MICRA 1.4 ACENTA 5Dr (D63/74)","2010"
"47010186","NISSAN","MICRA 1.4 ACENTA + 5Dr (D64)","2006"
"47010186","NISSAN","MICRA 1.4 ACENTA + 5Dr (D64)","2007"
"47010191","NISSAN","MICRA 1.4 ACENTA SPORT 5Dr (D65)","2006"
"47010191","NISSAN","MICRA 1.4 ACENTA SPORT 5Dr (D65)","2007"
"47010260","NISSAN","MICRA 1.5 TEKNA 5DR (D85)","2011"
"47010260","NISSAN","MICRA 1.5 TEKNA 5DR (D85)","2012"
"47010260","NISSAN","MICRA 1.5 TEKNA 5DR (D85)","2013"
"47010260","NISSAN","MICRA 1.5 TEKNA 5DR (D85)","2014"
"47010260","NISSAN","MICRA 1.5 TEKNA 5DR (D85)","2015"
"47010260","NISSAN","MICRA 1.5 TEKNA 5DR (D85)","2016"
"47010260","NISSAN","MICRA 1.5 TEKNA 5DR (D85)","2017"
"47010300","NISSAN","MICRA 1.5 dCi TEKNA 3Dr (D66/69)","2006"
"47010300","NISSAN","MICRA 1.5 dCi TEKNA 3Dr (D66/69)","2007"
"47010300","NISSAN","MICRA 1.5 dCi TEKNA 3Dr (D66/69)","2008"
"47010300","NISSAN","MICRA 1.5 dCi TEKNA 3Dr (D66/69)","2009"
"47010300","NISSAN","MICRA 1.5 dCi TEKNA 3Dr (D66/69)","2010"
"47010320","NISSAN","MICRA 1.5 dCi ACENTA 5Dr (D70)","2007"
"47010320","NISSAN","MICRA 1.5 dCi ACENTA 5Dr (D70)","2008"
"47010320","NISSAN","MICRA 1.5 dCi ACENTA 5Dr (D70)","2009"
"47010320","NISSAN","MICRA 1.5 dCi ACENTA 5Dr (D70)","2010"
"47010321","NISSAN","MICRA 1.5 dCi  ACENTA 5DR (D84)","2011"
"47010321","NISSAN","MICRA 1.5 dCi  ACENTA 5DR (D84)","2012"
"47010321","NISSAN","MICRA 1.5 dCi  ACENTA 5DR (D84)","2013"
"47010321","NISSAN","MICRA 1.5 dCi  ACENTA 5DR (D84)","2014"
"47015050","NISSAN","JUKE 1.2T ACENTA","2015"
"47015050","NISSAN","JUKE 1.2T ACENTA","2016"
"47015050","NISSAN","JUKE 1.2T ACENTA","2017"
"47015050","NISSAN","JUKE 1.2T ACENTA","2018"
"47015060","NISSAN","JUKE 1.2T ACENTA +","2015"
"47015060","NISSAN","JUKE 1.2T ACENTA +","2016"
"47015060","NISSAN","JUKE 1.2T ACENTA +","2017"
"47015060","NISSAN","JUKE 1.2T ACENTA +","2018"
"47015140","NISSAN","JUKE 1.5dCi ACENTA +","2013"
"47015140","NISSAN","JUKE 1.5dCi ACENTA +","2014"
"47015140","NISSAN","JUKE 1.5dCi ACENTA +","2015"
"47015141","NISSAN","JUKE 1.5dCi ACENTA +","2015"
"47015141","NISSAN","JUKE 1.5dCi ACENTA +","2016"
"47015141","NISSAN","JUKE 1.5dCi ACENTA +","2017"
"47015141","NISSAN","JUKE 1.5dCi ACENTA +","2018"
"47015200","NISSAN","JUKE 1.6 ACENTA","2011"
"47015200","NISSAN","JUKE 1.6 ACENTA","2012"
"47015200","NISSAN","JUKE 1.6 ACENTA","2013"
"47015200","NISSAN","JUKE 1.6 ACENTA","2014"
"47015200","NISSAN","JUKE 1.6 ACENTA","2015"
"47015205","NISSAN","JUKE 1.6 ACENTA CVT","2015"
"47015205","NISSAN","JUKE 1.6 ACENTA CVT","2016"
"47015210","NISSAN","JUKE 1.6 ACENTA +","2011"
"47015210","NISSAN","JUKE 1.6 ACENTA +","2012"
"47015210","NISSAN","JUKE 1.6 ACENTA +","2013"
"47015210","NISSAN","JUKE 1.6 ACENTA +","2014"
"47015210","NISSAN","JUKE 1.6 ACENTA +","2015"
"47015220","NISSAN","JUKE 1.6 ACENTA + CVT","2013"
"47015220","NISSAN","JUKE 1.6 ACENTA + CVT","2014"
"47015220","NISSAN","JUKE 1.6 ACENTA + CVT","2015"
"47015270","NISSAN","JUKE 1.6 DIG-T TEKNA","2011"
"47015270","NISSAN","JUKE 1.6 DIG-T TEKNA","2012"
"47015270","NISSAN","JUKE 1.6 DIG-T TEKNA","2013"
"47015270","NISSAN","JUKE 1.6 DIG-T TEKNA","2014"
"47015270","NISSAN","JUKE 1.6 DIG-T TEKNA","2015"
"47015271","NISSAN","JUKE 1.6T TEKNA","2015"
"47015271","NISSAN","JUKE 1.6T TEKNA","2016"
"47015271","NISSAN","JUKE 1.6T TEKNA","2017"
"47015271","NISSAN","JUKE 1.6T TEKNA","2018"
"47015280","NISSAN","JUKE 1.6T TEKNA TECH","2015"
"47015280","NISSAN","JUKE 1.6T TEKNA TECH","2016"
"47015280","NISSAN","JUKE 1.6T TEKNA TECH","2017"
"47015280","NISSAN","JUKE 1.6T TEKNA TECH","2018"
"47015300","NISSAN","JUKE 1.6 DIG -T TEKNA AWD CVT","2013"
"47015300","NISSAN","JUKE 1.6 DIG -T TEKNA AWD CVT","2014"
"47015300","NISSAN","JUKE 1.6 DIG -T TEKNA AWD CVT","2015"
"47015301","NISSAN","JUKE 1.6T TEKNA AWD CVT","2015"
"47015301","NISSAN","JUKE 1.6T TEKNA AWD CVT","2016"
"47015301","NISSAN","JUKE 1.6T TEKNA AWD CVT","2017"
"47015301","NISSAN","JUKE 1.6T TEKNA AWD CVT","2018"
"47017045","NISSAN","LANGLEY 1300 GL","1986"
"47017045","NISSAN","LANGLEY 1300 GL","1987"
"47017091","NISSAN","LANGLEY 1500 L","1986"
"47017091","NISSAN","LANGLEY 1500 L","1987"
"47017182","NISSAN","LANGLEY L 5sp","1985"
"47017182","NISSAN","LANGLEY L 5sp","1986"
"47017200","NISSAN","1400 STD P/U S/C","1986"
"47017200","NISSAN","1400 STD P/U S/C","1987"
"47017200","NISSAN","1400 STD P/U S/C","1988"
"47017200","NISSAN","1400 STD P/U S/C","1989"
"47017200","NISSAN","1400 STD P/U S/C","1990"
"47017273","NISSAN","LANGLEY 1500 L A/T","1987"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1990"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1991"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1992"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1993"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1994"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1995"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1996"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1997"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1998"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","1999"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2000"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2001"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2002"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2003"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2004"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2005"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2006"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2007"
"47017300","NISSAN","1400 STD 5 Speed (408) P/U S/C","2008"
"47017364","NISSAN","LANGLEY 1500 GL","1986"
"47017364","NISSAN","LANGLEY 1500 GL","1987"
"47017400","NISSAN","1400 De Luxe P/U S/C","1986"
"47017400","NISSAN","1400 De Luxe P/U S/C","1987"
"47017400","NISSAN","1400 De Luxe P/U S/C","1988"
"47017400","NISSAN","1400 De Luxe P/U S/C","1989"
"47017400","NISSAN","1400 De Luxe P/U S/C","1990"
"47017400","NISSAN","1400 De Luxe P/U S/C","1991"
"47017400","NISSAN","1400 De Luxe P/U S/C","1992"
"47017400","NISSAN","1400 De Luxe P/U S/C","1993"
"47017410","NISSAN","LANGLEY 1500 SGL","1986"
"47017410","NISSAN","LANGLEY 1500 SGL","1987"
"47017432","NISSAN","LANGLEY 1500 SGL A/T","1987"
"47017455","NISSAN","LANGLEY 1500 EXA","1986"
"47017455","NISSAN","LANGLEY 1500 EXA","1987"
"47017455","NISSAN","LANGLEY 1500 EXA","1988"
"47017455","NISSAN","LANGLEY 1500 EXA","1989"
"47017455","NISSAN","LANGLEY 1500 EXA","1990"
"47017500","NISSAN","1400 SPORT P/U S/C","1988"
"47017500","NISSAN","1400 SPORT P/U S/C","1989"
"47017500","NISSAN","1400 SPORT P/U S/C","1990"
"47017500","NISSAN","1400 SPORT P/U S/C","1991"
"47017500","NISSAN","1400 SPORT P/U S/C","1992"
"47017500","NISSAN","1400 SPORT P/U S/C","1993"
"47017545","NISSAN","LANGLEY EXA COUPE A/T","1984"
"47017545","NISSAN","LANGLEY EXA COUPE A/T","1985"
"47017545","NISSAN","LANGLEY EXA COUPE A/T","1986"
"47017545","NISSAN","LANGLEY EXA COUPE A/T","1987"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","1993"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","1994"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","1995"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","1996"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","1997"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","1998"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","1999"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2000"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2001"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2002"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2003"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2004"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2005"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2006"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2007"
"47017550","NISSAN","1400 CHAMP (B01) P/U S/C","2008"
"47017600","NISSAN","1400 F/C P/V","1980"
"47017600","NISSAN","1400 F/C P/V","1981"
"47017600","NISSAN","1400 F/C P/V","1982"
"47017600","NISSAN","1400 F/C P/V","1983"
"47017630","NISSAN","NP200 1.5 DCi  P/U S/C","2009"
"47017630","NISSAN","NP200 1.5 DCi  P/U S/C","2010"
"47017630","NISSAN","NP200 1.5 DCi  P/U S/C","2011"
"47017631","NISSAN","NP200 1.5 DCi  A/C SAFETY PACK P/U S/C","2011"
"47017631","NISSAN","NP200 1.5 DCi  A/C SAFETY PACK P/U S/C","2012"
"47017631","NISSAN","NP200 1.5 DCi  A/C SAFETY PACK P/U S/C","2013"
"47017631","NISSAN","NP200 1.5 DCi  A/C SAFETY PACK P/U S/C","2014"
"47017631","NISSAN","NP200 1.5 DCi  A/C SAFETY PACK P/U S/C","2015"
"47017631","NISSAN","NP200 1.5 DCi  A/C SAFETY PACK P/U S/C","2016"
"47017631","NISSAN","NP200 1.5 DCi  A/C SAFETY PACK P/U S/C","2017"
"47017631","NISSAN","NP200 1.5 DCi  A/C SAFETY PACK P/U S/C","2018"
"47017635","NISSAN","NP200 1.5 DCi ICE P/U S/C","2016"
"47017635","NISSAN","NP200 1.5 DCi ICE P/U S/C","2017"
"47017635","NISSAN","NP200 1.5 DCi ICE P/U S/C","2018"
"47017636","NISSAN","LANGLEY 1500 SSS TURBO","1986"
"47017636","NISSAN","LANGLEY 1500 SSS TURBO","1987"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2009"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2010"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2011"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2012"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2013"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2014"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2015"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2016"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2017"
"47017650","NISSAN","NP200 1.5 DCI SE P/U/S/C","2018"
"47017660","NISSAN","NP200 1.6  P/U S/C","2008"
"47017660","NISSAN","NP200 1.6  P/U S/C","2009"
"47017660","NISSAN","NP200 1.6  P/U S/C","2010"
"47017660","NISSAN","NP200 1.6  P/U S/C","2011"
"47017660","NISSAN","NP200 1.6  P/U S/C","2012"
"47017660","NISSAN","NP200 1.6  P/U S/C","2013"
"47017660","NISSAN","NP200 1.6  P/U S/C","2014"
"47017660","NISSAN","NP200 1.6  P/U S/C","2015"
"47017660","NISSAN","NP200 1.6  P/U S/C","2016"
"47017660","NISSAN","NP200 1.6  P/U S/C","2017"
"47017660","NISSAN","NP200 1.6  P/U S/C","2018"
"47017662","NISSAN","NP200 1.6 A/C P/U S/C","2011"
"47017662","NISSAN","NP200 1.6 A/C P/U S/C","2012"
"47017662","NISSAN","NP200 1.6 A/C P/U S/C","2013"
"47017662","NISSAN","NP200 1.6 A/C P/U S/C","2014"
"47017662","NISSAN","NP200 1.6 A/C P/U S/C","2015"
"47017662","NISSAN","NP200 1.6 A/C P/U S/C","2016"
"47017662","NISSAN","NP200 1.6 A/C P/U S/C","2017"
"47017662","NISSAN","NP200 1.6 A/C P/U S/C","2018"
"47017665","NISSAN","NP200 1.6  A/C SAFETY PACK P/U S/C","2011"
"47017665","NISSAN","NP200 1.6  A/C SAFETY PACK P/U S/C","2012"
"47017665","NISSAN","NP200 1.6  A/C SAFETY PACK P/U S/C","2013"
"47017665","NISSAN","NP200 1.6  A/C SAFETY PACK P/U S/C","2014"
"47017665","NISSAN","NP200 1.6  A/C SAFETY PACK P/U S/C","2015"
"47017665","NISSAN","NP200 1.6  A/C SAFETY PACK P/U S/C","2016"
"47017665","NISSAN","NP200 1.6  A/C SAFETY PACK P/U S/C","2017"
"47017665","NISSAN","NP200 1.6  A/C SAFETY PACK P/U S/C","2018"
"47017668","NISSAN","NP200 1.6 ICE P/U S/C","2016"
"47017668","NISSAN","NP200 1.6 ICE P/U S/C","2017"
"47017668","NISSAN","NP200 1.6 ICE P/U S/C","2018"
"47017670","NISSAN","NP200 1.6 S P/U S/C","2009"
"47017670","NISSAN","NP200 1.6 S P/U S/C","2010"
"47017670","NISSAN","NP200 1.6 S P/U S/C","2011"
"47017671","NISSAN","NP200 1.6 S (DUAL AIRBAGS) P/U S/C","2011"
"47017671","NISSAN","NP200 1.6 S (DUAL AIRBAGS) P/U S/C","2012"
"47017671","NISSAN","NP200 1.6 S (DUAL AIRBAGS) P/U S/C","2013"
"47017671","NISSAN","NP200 1.6 S (DUAL AIRBAGS) P/U S/C","2014"
"47017671","NISSAN","NP200 1.6 S (DUAL AIRBAGS) P/U S/C","2015"
"47017671","NISSAN","NP200 1.6 S (DUAL AIRBAGS) P/U S/C","2016"
"47017671","NISSAN","NP200 1.6 S (DUAL AIRBAGS) P/U S/C","2017"
"47017671","NISSAN","NP200 1.6 S (DUAL AIRBAGS) P/U S/C","2018"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2009"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2010"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2011"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2012"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2013"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2014"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2015"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2016"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2017"
"47017680","NISSAN","NP200 1.6 SE P/U S/C","2018"
"47017727","NISSAN","LANGLEY SSS TURBO PLUS","1984"
"47017727","NISSAN","LANGLEY SSS TURBO PLUS","1985"
"47017727","NISSAN","LANGLEY SSS TURBO PLUS","1986"
"47017818","NISSAN","LANGLEY 1500 EXA TURBO","1986"
"47017818","NISSAN","LANGLEY 1500 EXA TURBO","1987"
"47018200","NISSAN","LIVINA 1.6 VISIA","2007"
"47018200","NISSAN","LIVINA 1.6 VISIA","2008"
"47018200","NISSAN","LIVINA 1.6 VISIA","2009"
"47018200","NISSAN","LIVINA 1.6 VISIA","2010"
"47018200","NISSAN","LIVINA 1.6 VISIA","2011"
"47018200","NISSAN","LIVINA 1.6 VISIA","2012"
"47018200","NISSAN","LIVINA 1.6 VISIA","2013"
"47018200","NISSAN","LIVINA 1.6 VISIA","2014"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2007"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2008"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2009"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2010"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2011"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2012"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2013"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2014"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2015"
"47018210","NISSAN","LIVINA 1.6 ACENTA","2016"
"47018220","NISSAN","LIVINA 1.6 ACENTA+","2007"
"47018220","NISSAN","LIVINA 1.6 ACENTA+","2008"
"47018220","NISSAN","LIVINA 1.6 ACENTA+","2009"
"47018220","NISSAN","LIVINA 1.6 ACENTA+","2010"
"47018230","NISSAN","LIVINA 1.6 VISIA X-GEAR","2008"
"47018230","NISSAN","LIVINA 1.6 VISIA X-GEAR","2009"
"47018230","NISSAN","LIVINA 1.6 VISIA X-GEAR","2010"
"47018230","NISSAN","LIVINA 1.6 VISIA X-GEAR","2011"
"47018230","NISSAN","LIVINA 1.6 VISIA X-GEAR","2012"
"47018230","NISSAN","LIVINA 1.6 VISIA X-GEAR","2013"
"47018230","NISSAN","LIVINA 1.6 VISIA X-GEAR","2014"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2008"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2009"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2010"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2011"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2012"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2013"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2014"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2015"
"47018240","NISSAN","LIVINA 1.6 ACENTA+ X-GEAR","2016"
"47018350","NISSAN","GRAND LIVINA 1.6 ACENTA","2007"
"47018350","NISSAN","GRAND LIVINA 1.6 ACENTA","2008"
"47018350","NISSAN","GRAND LIVINA 1.6 ACENTA","2009"
"47018350","NISSAN","GRAND LIVINA 1.6 ACENTA","2010"
"47018350","NISSAN","GRAND LIVINA 1.6 ACENTA","2011"
"47018350","NISSAN","GRAND LIVINA 1.6 ACENTA","2012"
"47018350","NISSAN","GRAND LIVINA 1.6 ACENTA","2013"
"47018350","NISSAN","GRAND LIVINA 1.6 ACENTA","2014"
"47018360","NISSAN","GRAND LIVINA 1.6 ACENTA+","2007"
"47018360","NISSAN","GRAND LIVINA 1.6 ACENTA+","2008"
"47018360","NISSAN","GRAND LIVINA 1.6 ACENTA+","2009"
"47018360","NISSAN","GRAND LIVINA 1.6 ACENTA+","2010"
"47018360","NISSAN","GRAND LIVINA 1.6 ACENTA+","2011"
"47018360","NISSAN","GRAND LIVINA 1.6 ACENTA+","2012"
"47018360","NISSAN","GRAND LIVINA 1.6 ACENTA+","2013"
"47018360","NISSAN","GRAND LIVINA 1.6 ACENTA+","2014"
"47020100","NISSAN","SENTRA 1.3","1987"
"47020100","NISSAN","SENTRA 1.3","1988"
"47020100","NISSAN","SENTRA 1.3","1989"
"47020120","NISSAN","SENTRA 1.3 Face Lift","1989"
"47020120","NISSAN","SENTRA 1.3 Face Lift","1990"
"47020120","NISSAN","SENTRA 1.3 Face Lift","1991"
"47020120","NISSAN","SENTRA 1.3 Face Lift","1992"
"47020200","NISSAN","SENTRA 1.3 GL","1987"
"47020200","NISSAN","SENTRA 1.3 GL","1988"
"47020200","NISSAN","SENTRA 1.3 GL","1989"
"47020220","NISSAN","SENTRA 1.3 GL Face Lift","1989"
"47020220","NISSAN","SENTRA 1.3 GL Face Lift","1990"
"47020260","NISSAN","SENTRA 1.3 SX Facelift","1990"
"47020260","NISSAN","SENTRA 1.3 SX Facelift","1991"
"47020260","NISSAN","SENTRA 1.3 SX Facelift","1992"
"47020300","NISSAN","SENTRA 1.6 GL","1987"
"47020300","NISSAN","SENTRA 1.6 GL","1988"
"47020300","NISSAN","SENTRA 1.6 GL","1989"
"47020320","NISSAN","SENTRA 1.6 GL Face Lift","1989"
"47020320","NISSAN","SENTRA 1.6 GL Face Lift","1990"
"47020320","NISSAN","SENTRA 1.6 GL Face Lift","1991"
"47020320","NISSAN","SENTRA 1.6 GL Face Lift","1992"
"47020400","NISSAN","SENTRA 1.6 GX","1987"
"47020400","NISSAN","SENTRA 1.6 GX","1988"
"47020400","NISSAN","SENTRA 1.6 GX","1989"
"47020420","NISSAN","SENTRA 1.6 GX Face Lift","1989"
"47020420","NISSAN","SENTRA 1.6 GX Face Lift","1990"
"47020420","NISSAN","SENTRA 1.6 GX Face Lift","1991"
"47020420","NISSAN","SENTRA 1.6 GX Face Lift","1992"
"47020460","NISSAN","SENTRA 1.6 GX A/C Upgrade","1992"
"47020500","NISSAN","SENTRA 1.6 SGLi","1987"
"47020500","NISSAN","SENTRA 1.6 SGLi","1988"
"47020500","NISSAN","SENTRA 1.6 SGLi","1989"
"47020520","NISSAN","SENTRA 1.6 SGLi F/Lift","1989"
"47020520","NISSAN","SENTRA 1.6 SGLi F/Lift","1990"
"47020520","NISSAN","SENTRA 1.6 SGLi F/Lift","1991"
"47020520","NISSAN","SENTRA 1.6 SGLi F/Lift","1992"
"47020600","NISSAN","SENTRA 1.6 SGLi A/T","1987"
"47020600","NISSAN","SENTRA 1.6 SGLi A/T","1988"
"47020600","NISSAN","SENTRA 1.6 SGLi A/T","1989"
"47020620","NISSAN","SENTRA 1.6 SGLi A/T Face Lift","1989"
"47020620","NISSAN","SENTRA 1.6 SGLi A/T Face Lift","1990"
"47020620","NISSAN","SENTRA 1.6 SGLi A/T Face Lift","1991"
"47020620","NISSAN","SENTRA 1.6 SGLi A/T Face Lift","1992"
"47020700","NISSAN","SENTRA 1.6 GXE","1987"
"47020700","NISSAN","SENTRA 1.6 GXE","1988"
"47020700","NISSAN","SENTRA 1.6 GXE","1989"
"47020720","NISSAN","SENTRA 1.6 GXE F/Lift","1989"
"47020720","NISSAN","SENTRA 1.6 GXE F/Lift","1990"
"47020720","NISSAN","SENTRA 1.6 GXE F/Lift","1991"
"47020720","NISSAN","SENTRA 1.6 GXE F/Lift","1992"
"47020750","NISSAN","SENTRA 1.6 GXE A/C","1988"
"47020750","NISSAN","SENTRA 1.6 GXE A/C","1989"
"47020770","NISSAN","SENTRA 1.6 GXE A/C Face Lift","1989"
"47020770","NISSAN","SENTRA 1.6 GXE A/C Face Lift","1990"
"47020770","NISSAN","SENTRA 1.6 GXE A/C Face Lift","1991"
"47020800","NISSAN","SENTRA 1.6 GXEi","1987"
"47020800","NISSAN","SENTRA 1.6 GXEi","1988"
"47020800","NISSAN","SENTRA 1.6 GXEi","1989"
"47020820","NISSAN","SENTRA 1.6 GXEi F/Lift","1989"
"47020820","NISSAN","SENTRA 1.6 GXEi F/Lift","1990"
"47020820","NISSAN","SENTRA 1.6 GXEi F/Lift","1991"
"47020820","NISSAN","SENTRA 1.6 GXEi F/Lift","1992"
"47023200","NISSAN","SENTRA 1.8i 16V","1989"
"47023200","NISSAN","SENTRA 1.8i 16V","1990"
"47023200","NISSAN","SENTRA 1.8i 16V","1991"
"47023200","NISSAN","SENTRA 1.8i 16V","1992"
"47023400","NISSAN","SENTRA 1.8i 16V EXEC","1989"
"47023400","NISSAN","SENTRA 1.8i 16V EXEC","1990"
"47023400","NISSAN","SENTRA 1.8i 16V EXEC","1991"
"47023400","NISSAN","SENTRA 1.8i 16V EXEC","1992"
"47023600","NISSAN","SENTRA 1.8i 16V COUPE","1989"
"47023600","NISSAN","SENTRA 1.8i 16V COUPE","1990"
"47023600","NISSAN","SENTRA 1.8i 16V COUPE","1991"
"47023600","NISSAN","SENTRA 1.8i 16V COUPE","1992"
"47025250","NISSAN","1800 KING CAB P/U S/C","1986"
"47025250","NISSAN","1800 KING CAB P/U S/C","1987"
"47025250","NISSAN","1800 KING CAB P/U S/C","1988"
"47025313","NISSAN","1800 Col. Shift P/U S/C","1987"
"47025313","NISSAN","1800 Col. Shift P/U S/C","1988"
"47025375","NISSAN","1800 Floor Shift P/U S/C","1986"
"47025375","NISSAN","1800 Floor Shift P/U S/C","1987"
"47025375","NISSAN","1800 Floor Shift P/U S/C","1988"
"47025438","NISSAN","1800 Floor Shift P/U S/C","1987"
"47025438","NISSAN","1800 Floor Shift P/U S/C","1988"
"47025563","NISSAN","1800 SPORT P/U S/C","1986"
"47025563","NISSAN","1800 SPORT P/U S/C","1987"
"47025563","NISSAN","1800 SPORT P/U S/C","1988"
"47025578","NISSAN","720 SWB Col.Shift F/C C/C","1987"
"47025578","NISSAN","720 SWB Col.Shift F/C C/C","1988"
"47025593","NISSAN","720 SWB Floor Shift F/C C/C","1987"
"47025593","NISSAN","720 SWB Floor Shift F/C C/C","1988"
"47025608","NISSAN","720 LWB Floor Shift F/C C/C","1987"
"47025608","NISSAN","720 LWB Floor Shift F/C C/C","1988"
"47025625","NISSAN","1800 TRACKER 4X4 P/U S/C","1986"
"47025650","NISSAN","2200 TRACKER 4x4 P/U S/C","1986"
"47025650","NISSAN","2200 TRACKER 4x4 P/U S/C","1987"
"47025650","NISSAN","2200 TRACKER 4x4 P/U S/C","1988"
"47025688","NISSAN","2200 DIESEL P/U S/C","1986"
"47025750","NISSAN","1800 KING CAB 4X4 P/U S/C","1986"
"47025750","NISSAN","1800 KING CAB 4X4 P/U S/C","1987"
